Date,PageName,"Post_ID",type,"Number_of_comments","Number_of_shares","Likes.total_likes","Likes.Angry"
"Feb 27, 2020 @ 17:17:21.000","Yair Lapid",2948894968502168,post,204,188,"3,888",1
"Feb 27, 2020 @ 17:12:14.000","Benjamin Netanyahu",10157114231392076,post,872,934,"6,274",7
"Feb 27, 2020 @ 17:11:56.000","Benny Gantz",2781849788535048,"live post","1,300",286,0,0
"Feb 27, 2020 @ 17:08:25.000","Gabi Ashkenazi",511825246407045,post,418,275,"3,581",9
"Feb 27, 2020 @ 17:02:34.000","Naftali Bennett",2908436325844683,post,"1,200",10,844,0
"Feb 27, 2020 @ 16:56:29.000","Benny Gantz",495490317795032,post,378,228,"3,703",6
"Feb 27, 2020 @ 16:32:09.000","Yair Lapid",2948815805176751,post,218,189,"1,080",7
"Feb 27, 2020 @ 16:23:12.000","Benjamin Netanyahu",10157114662432076,post,488,409,"3,861",5
"Feb 27, 2020 @ 16:22:24.000","Rafi Peretz",622244738560317,post,32,4,88,0
"Feb 27, 2020 @ 16:18:24.000","Bezazel Smotrich",1558503487637356,post,36,2,131,0
"Feb 27, 2020 @ 16:16:03.000","Benny Gantz",504452750469897,"live post","2,300",723,0,0
"Feb 27, 2020 @ 16:10:06.000","Itzik Shmuli",2700369300017639,post,19,48,173,4
"Feb 27, 2020 @ 16:03:03.000","Nitzan Horowitz",10158255460771340,post,53,184,"1,225",1
"Feb 27, 2020 @ 15:41:56.000","Benny Gantz",495434467800617,post,747,"1,800","3,152",65
"Feb 27, 2020 @ 15:41:12.000","Ayelet Shaked",2689579937827082,post,104,52,652,0
"Feb 27, 2020 @ 15:38:11.000","Naftali Bennett",2908267852528197,post,311,96,"2,339",21
"Feb 27, 2020 @ 15:23:37.000","Bezazel Smotrich",1558465574307814,post,43,22,480,3
"Feb 27, 2020 @ 15:19:20.000","Moshe Bogie Ya'alon",3115740965125727,post,"1,600","2,400","4,442",98
"Feb 27, 2020 @ 15:06:38.000","Ehud Barak",3063354587030130,"pinned post","5,100","9,400","13,164",333
"Feb 27, 2020 @ 14:59:55.000","Amir Peretz",2879127428817236,"page-update post",63,22,246,0
"Feb 27, 2020 @ 14:57:56.000","Itamar Ben-Gvir",1196580270544311,post,128,134,705,1
"Feb 27, 2020 @ 14:55:05.000","Benjamin Netanyahu",10157114474432076,post,678,574,"6,428",7
"Feb 27, 2020 @ 14:54:21.000","Moshe Feiglin",1125357787814100,"live post",0,0,0,0
"Feb 27, 2020 @ 14:53:45.000","Benjamin Netanyahu",10157114472347076,post,830,492,"4,561",55
"Feb 27, 2020 @ 14:36:45.000","Ayelet Shaked",2689470737838002,post,236,68,"1,212",2
"Feb 27, 2020 @ 14:30:05.000","Orly Levy-Abkasis",3394866733861953,post,424,143,"1,868",12
"Feb 27, 2020 @ 14:25:47.000","Ehud Barak",3063279883704267,post,307,521,"1,764",22
"Feb 27, 2020 @ 14:16:18.000","Ehud Barak",3063262470372675,post,100,161,761,51
"Feb 27, 2020 @ 14:00:07.000","Benjamin Netanyahu",10157114345057076,post,888,"1,500","7,460",15
"Feb 27, 2020 @ 13:59:55.000","Benny Gantz",495362194474511,post,"5,500","4,600","13,419",430
"Feb 27, 2020 @ 13:29:24.000","Yair Lapid",2948488568542808,post,358,840,"1,612",50
"Feb 27, 2020 @ 13:15:47.000","Orly Levy-Abkasis",3394842793864347,post,205,72,776,4
"Feb 27, 2020 @ 13:03:37.000","Moshe kahalon",1654759391337893,"live post",61,9,0,0
"Feb 27, 2020 @ 12:50:45.000","Benjamin Netanyahu",10157114165027076,post,263,207,"2,163",37
"Feb 27, 2020 @ 12:40:48.000","Naftali Bennett",2907955892559393,post,319,123,"3,803",1
"Feb 27, 2020 @ 12:25:31.000","Amir Peretz",2875206979209281,post,"3,300",607,"15,767",58
"Feb 27, 2020 @ 12:17:59.000","Benjamin Netanyahu",10157114145752076,post,956,615,"3,389",81
"Feb 27, 2020 @ 12:14:22.000","Benjamin Netanyahu",10157114135932076,post,808,660,"2,748",13
"Feb 27, 2020 @ 12:10:14.000","Moshe Bogie Ya'alon",3115384131828077,post,413,382,899,27
"Feb 27, 2020 @ 11:58:38.000","Naftali Bennett",2907886949232954,post,845,977,"5,180",44
"Feb 27, 2020 @ 11:55:17.000","Benny Gantz",495276881149709,post,"2,200","2,500","5,206",113
"Feb 27, 2020 @ 11:44:01.000","Bezazel Smotrich",1558315930989445,post,53,58,637,0
"Feb 27, 2020 @ 11:30:36.000","Rafi Peretz",622086621909462,post,319,155,"1,733",40
"Feb 27, 2020 @ 11:24:39.000","Avigdor Liberman",3107880702558190,post,710,254,"1,337",61
"Feb 27, 2020 @ 11:15:36.000","Itamar Ben-Gvir",1196439110558427,post,391,324,"1,943",7
"Feb 27, 2020 @ 10:27:11.000","Benny Gantz",495221217821942,post,"1,200",851,"5,685",38
"Feb 27, 2020 @ 10:25:59.000","Ayelet Shaked",2689046811213728,post,441,159,"1,889",19
"Feb 27, 2020 @ 10:14:47.000","Naftali Bennett",2907720062582976,post,244,174,"1,540",2
"Feb 27, 2020 @ 10:12:46.000","Itamar Ben-Gvir",1196407820561556,post,191,97,939,8
"Feb 27, 2020 @ 10:10:06.000","Miri Regev",2800513106712153,post,644,320,"2,082",11
"Feb 27, 2020 @ 09:57:59.000","Benjamin Netanyahu",10157113896542076,post,"1,400",731,"7,249",203
"Feb 27, 2020 @ 09:23:51.000","Naftali Bennett",2907645769257072,post,"1,500",615,"6,132",846
"Feb 27, 2020 @ 09:20:48.000","Bezazel Smotrich",1558231640997874,post,401,470,"3,240",4
"Feb 27, 2020 @ 09:17:34.000","Moshe Bogie Ya'alon",3115119005187923,post,"2,200",505,"2,964",67
"Feb 27, 2020 @ 09:03:34.000","Ayelet Shaked",2688906694561073,post,"2,700",27,900,5
"Feb 27, 2020 @ 09:00:41.000","Naftali Bennett",2907611759260473,post,253,55,"1,703",1
"Feb 27, 2020 @ 08:46:23.000","Benny Gantz",495165771160820,post,979,823,"3,952",41
"Feb 27, 2020 @ 08:41:18.000","Gabi Ashkenazi",511559926433577,post,375,471,"4,001",4
"Feb 27, 2020 @ 08:37:51.000","Nitzan Horowitz",10158254795736340,post,115,85,953,1
"Feb 27, 2020 @ 08:31:12.000","Bezazel Smotrich",1558209264333445,post,20,14,259,0
"Feb 27, 2020 @ 08:28:58.000","Naftali Bennett",2907557879265861,post,"3,500",34,"1,185",2
"Feb 27, 2020 @ 08:24:17.000","Rafi Peretz",622007615250696,post,23,2,54,0
"Feb 27, 2020 @ 08:24:08.000","Benjamin Netanyahu",10157113765272076,post,516,997,"4,896",8
"Feb 27, 2020 @ 08:20:54.000","Bezazel Smotrich",1558204494333922,post,13,16,91,2
"Feb 27, 2020 @ 07:58:42.000","Ayelet Shaked",2688823231236086,post,95,40,393,1
"Feb 27, 2020 @ 07:24:27.000","Yair Lapid",2947949685263363,post,234,205,"1,663",0
"Feb 27, 2020 @ 06:53:04.000","Avigdor Liberman",3107507499262177,post,554,227,626,17
"Feb 27, 2020 @ 06:34:38.000","Itamar Ben-Gvir",1196309380571400,post,89,191,618,0
"Feb 27, 2020 @ 06:00:43.000","Moshe Feiglin",2824718507607246,post,92,7,0,0
"Feb 26, 2020 @ 21:55:00.000","Yair Lapid",2946996622025336,post,116,91,"1,013",0
"Feb 26, 2020 @ 20:35:48.000","Moshe Bogie Ya'alon",3114078488625308,post,125,62,641,2
"Feb 26, 2020 @ 20:33:09.000","Itamar Ben-Gvir",1196028833932788,post,658,341,"2,199",14
"Feb 26, 2020 @ 20:18:59.000","Moshe Feiglin",2824693897609707,post,111,5,0,0
"Feb 26, 2020 @ 20:12:16.000","Benjamin Netanyahu",10157112372897076,post,"1,400",989,"5,763",48
"Feb 26, 2020 @ 20:00:46.000","Benny Gantz",494804077863656,post,"4,600","3,000",0,0
"Feb 26, 2020 @ 19:43:54.000","Itamar Ben-Gvir",1196000873935584,post,76,31,424,0
"Feb 26, 2020 @ 19:43:28.000","Benjamin Netanyahu",10157112312497076,post,"1,000",844,"5,817",8
"Feb 26, 2020 @ 19:22:14.000","Moshe Bogie Ya'alon",3113953515304472,post,139,38,517,4
"Feb 26, 2020 @ 19:11:15.000","Aryeh Deri",2672871432766311,post,359,201,"2,419",14
"Feb 26, 2020 @ 19:06:12.000","Gabi Ashkenazi",511147463141490,post,101,81,"1,066",0
"Feb 26, 2020 @ 19:02:45.000","Yair Lapid",2946920425366289,post,132,132,"1,302",2
"Feb 26, 2020 @ 18:57:43.000","Bezazel Smotrich",1557763931044645,post,47,13,248,0
"Feb 26, 2020 @ 18:43:43.000","Gabi Ashkenazi",511135959809307,post,451,934,"3,564",4
"Feb 26, 2020 @ 18:31:35.000","Itamar Ben-Gvir",1195953070607031,post,576,218,"1,714",1
"Feb 26, 2020 @ 18:23:55.000","Benny Gantz",494685081208889,post,"13,000","8,500","36,733",201
"Feb 26, 2020 @ 18:11:53.000","Naftali Bennett",2906323556055960,post,99,32,"1,129",1
"Feb 26, 2020 @ 18:10:19.000","Miri Regev",715676938967602,"live post",388,192,0,0
"Feb 26, 2020 @ 18:10:17.000","Benjamin Netanyahu",483180992351732,"live post","2,600","1,000",0,0
"Feb 26, 2020 @ 18:05:36.000","Orly Levy-Abkasis",3393151060700187,"page-update post",73,14,371,2
"Feb 26, 2020 @ 18:03:01.000","Benny Gantz",630211704446682,"live post","2,500",793,0,0
"Feb 26, 2020 @ 17:58:33.000","Nitzan Horowitz",10158252790876340,post,87,11,217,7
"Feb 26, 2020 @ 17:43:02.000","Rafi Peretz",621629631955161,post,40,8,195,0
"Feb 26, 2020 @ 17:21:21.000","Ayelet Shaked",2687615578023518,post,98,90,"1,158",3
"Feb 26, 2020 @ 17:15:27.000","Miri Regev",639003920250492,"live post",327,89,0,0
"Feb 26, 2020 @ 17:13:12.000","Itamar Ben-Gvir",887439611711375,"live post",535,229,0,0
"Feb 26, 2020 @ 16:46:05.000","Orly Levy-Abkasis",3393008497381110,"page-update post",33,7,74,0
"Feb 26, 2020 @ 16:44:49.000","Orly Levy-Abkasis",3393006530714640,post,31,21,167,1
"Feb 26, 2020 @ 16:42:41.000","Benjamin Netanyahu",10157111904212076,post,"3,300","3,600","13,648",38
"Feb 26, 2020 @ 16:01:47.000","Rafi Peretz",621573141960810,post,6,0,39,1
"Feb 26, 2020 @ 16:00:17.000","Nitzan Horowitz",10158251981446340,post,30,17,270,0
"Feb 26, 2020 @ 15:17:48.000","Benny Gantz",625108828270784,"live post","9,500","5,300",0,0
"Feb 26, 2020 @ 15:14:36.000","Benny Gantz",494552351222162,post,917,449,"4,331",4
"Feb 26, 2020 @ 14:49:36.000","Gabi Ashkenazi",511006109822292,post,"1,000","2,200","4,214",26
"Feb 26, 2020 @ 14:31:20.000","Ehud Barak",3061112940587628,post,318,247,915,46
"Feb 26, 2020 @ 13:34:36.000","Yair Lapid",2946352395423092,post,226,628,"1,736",8
"Feb 26, 2020 @ 13:31:27.000","Benny Gantz",494488531228544,post,"1,000",693,"3,498",24
"Feb 26, 2020 @ 13:00:28.000","Itamar Ben-Gvir",1195718897297115,post,194,109,653,2
"Feb 26, 2020 @ 12:48:43.000","Avigdor Liberman",219075689141651,"live post",619,145,0,0
"Feb 26, 2020 @ 12:46:45.000","Benjamin Netanyahu",2579690699021171,"live post","7,000","1,500",0,0
"Feb 26, 2020 @ 12:29:36.000","Avigdor Liberman",3105731669439760,post,"1,400","1,000","4,025",66
"Feb 26, 2020 @ 12:19:22.000","Benjamin Netanyahu",10157111345897076,post,"1,000",703,"5,857",20
"Feb 26, 2020 @ 11:29:23.000","Ayelet Shaked",2687033434748399,post,137,32,664,2
"Feb 26, 2020 @ 11:25:21.000","Amir Peretz",2876754219054557,post,"2,400",530,"5,673",51
"Feb 26, 2020 @ 11:21:43.000","Naftali Bennett",2905624289459220,post,972,"1,000","10,365",5
"Feb 26, 2020 @ 10:40:15.000","Ehud Barak",3060700153962240,post,208,836,"1,267",15
"Feb 26, 2020 @ 10:35:01.000","Benjamin Netanyahu",10157111175897076,post,984,691,"7,623",14
"Feb 26, 2020 @ 10:12:05.000","Miri Regev",2798363770260420,post,326,90,"1,300",4
"Feb 26, 2020 @ 09:57:07.000","Benjamin Netanyahu",10157111068797076,post,283,436,"4,788",3
"Feb 26, 2020 @ 09:42:07.000","Itamar Ben-Gvir",1195611040641234,post,23,17,213,0
"Feb 26, 2020 @ 09:19:04.000","Yair Lapid",2945954022129596,post,450,664,"1,752",30
"Feb 26, 2020 @ 09:13:47.000","Benjamin Netanyahu",10157111051767076,post,878,958,"4,757",19
"Feb 26, 2020 @ 09:02:06.000","Benny Gantz",494358387908225,post,775,"1,200","3,155",76
"Feb 26, 2020 @ 08:45:47.000","Naftali Bennett",201985334540754,"live post",467,52,0,0
"Feb 26, 2020 @ 08:24:48.000","Naftali Bennett",774681443055520,"live post",575,51,0,0
"Feb 26, 2020 @ 07:31:15.000","Rafi Peretz",621258758658915,post,18,4,58,0
"Feb 26, 2020 @ 07:30:55.000","Bezazel Smotrich",1557312957756409,post,55,22,294,0
"Feb 26, 2020 @ 07:30:14.000","Ayelet Shaked",2686708524780890,post,68,87,656,0
"Feb 26, 2020 @ 07:16:09.000","Moshe Bogie Ya'alon",3112789385420885,post,534,206,748,34
"Feb 26, 2020 @ 07:01:13.000","Benny Gantz",494303704580360,post,"1,700","1,700","5,624",74
"Feb 26, 2020 @ 06:57:00.000","Benjamin Netanyahu",199771618043060,post,"1,900","2,000","9,062",36
"Feb 26, 2020 @ 06:40:35.000","Ayelet Shaked",2686644061454003,post,622,266,"7,618",2
"Feb 26, 2020 @ 06:21:04.000","Ehud Barak",3060360110662911,post,"1,700","2,000","4,593",35
"Feb 26, 2020 @ 06:15:28.000","Itamar Ben-Gvir",1195511613984510,post,47,53,336,0
"Feb 26, 2020 @ 05:20:45.000","Naftali Bennett",2904666652888317,post,"2,600","2,200","16,320",16
"Feb 25, 2020 @ 21:00:00.000","Itamar Ben-Gvir",1195081847360820,post,48,68,342,1
"Feb 25, 2020 @ 20:59:45.000","Bezazel Smotrich",1556980611122977,post,858,"1,600","4,745",19
"Feb 25, 2020 @ 20:35:27.000","Benny Gantz",494061521271245,post,615,436,"3,905",11
"Feb 25, 2020 @ 20:22:59.000","Gabi Ashkenazi",510489359873967,post,324,223,"2,374",3
"Feb 25, 2020 @ 20:09:07.000","Itamar Ben-Gvir",1195194707349534,post,106,129,"1,074",3
"Feb 25, 2020 @ 20:06:44.000","Naftali Bennett",2904415552913427,post,"1,700","1,000","11,343",12
"Feb 25, 2020 @ 19:26:02.000","Avigdor Liberman",3104276649585262,post,"1,100",886,"3,076",264
"Feb 25, 2020 @ 18:36:35.000","Moshe Bogie Ya'alon",3111710002195490,post,498,96,"1,480",13
"Feb 25, 2020 @ 18:28:49.000","Orly Levy-Abkasis",3390982624250364,post,117,71,402,4
"Feb 25, 2020 @ 18:25:51.000","Itamar Ben-Gvir",182059226418450,"live post",704,398,0,0
"Feb 25, 2020 @ 18:24:51.000","Benjamin Netanyahu",588393108381145,"live post","2,000",756,0,0
"Feb 25, 2020 @ 18:24:41.000","Yair Lapid",2944745558917109,post,"1,900","5,100","15,430",85
"Feb 25, 2020 @ 18:23:26.000","Benny Gantz",2312515925712622,"live post","2,300",823,0,0
"Feb 25, 2020 @ 18:18:05.000","Itamar Ben-Gvir",1195122167356788,post,27,21,347,0
"Feb 25, 2020 @ 18:14:04.000","Benjamin Netanyahu",10157109388137076,post,"3,700","3,700","22,954",70
"Feb 25, 2020 @ 18:05:02.000","Benjamin Netanyahu",10157109364287076,post,"1,300",537,"8,571",38
"Feb 25, 2020 @ 18:00:17.000","Nitzan Horowitz",10158249681376340,post,56,95,675,70
"Feb 25, 2020 @ 17:47:42.000","Rafi Peretz",620917872026337,post,86,40,560,1
"Feb 25, 2020 @ 17:39:44.000","Benjamin Netanyahu",550912328847853,"live post","2,200",820,0,0
"Feb 25, 2020 @ 17:27:50.000","Bezazel Smotrich",861320130978675,"live post",60,6,0,0
"Feb 25, 2020 @ 17:05:31.000","Miri Regev",211331956678660,"live post",454,162,0,0
"Feb 25, 2020 @ 16:35:19.000","Benny Gantz",493887041288693,post,510,208,"3,840",0
"Feb 25, 2020 @ 16:27:36.000","Itamar Ben-Gvir",1195053110697027,post,22,18,202,0
"Feb 25, 2020 @ 15:57:55.000","Rafi Peretz",620864515365006,post,11,0,41,0
"Feb 25, 2020 @ 15:57:34.000","Bezazel Smotrich",1556778701143168,post,38,7,135,1
"Feb 25, 2020 @ 15:56:43.000","Ayelet Shaked",2685434021575007,post,58,23,249,1
"Feb 25, 2020 @ 15:54:29.000","Naftali Bennett",125689255544781,"live post",648,101,0,0
"Feb 25, 2020 @ 15:54:18.000","Nitzan Horowitz",220627782451109,"live post",15,11,0,0
"Feb 25, 2020 @ 15:48:34.000","Moshe Bogie Ya'alon",3111411865558637,post,942,729,"4,209",27
"Feb 25, 2020 @ 15:43:28.000","Yair Lapid",2944486405609691,post,350,368,"1,528",4
"Feb 25, 2020 @ 15:41:28.000","Orly Levy-Abkasis",3390686537613306,post,38,46,235,1
"Feb 25, 2020 @ 15:13:57.000","Naftali Bennett",482792005959739,"live post",696,113,0,0
"Feb 25, 2020 @ 15:06:37.000","Naftali Bennett",2903889066299409,post,214,16,"4,917",0
"Feb 25, 2020 @ 15:02:33.000","Itzik Shmuli",2696199683767934,post,259,76,"3,133",0
"Feb 25, 2020 @ 14:54:12.000","Miri Regev",2796719810424816,post,172,97,651,1
"Feb 25, 2020 @ 14:49:56.000","Benny Gantz",493813704629360,post,"2,000","2,300","4,506",30
"Feb 25, 2020 @ 14:48:28.000","Ayelet Shaked",182695379695351,"live post",130,46,0,0
"Feb 25, 2020 @ 14:25:13.000","Benjamin Netanyahu",10157108841877076,post,"10,000","7,800","18,682",176
"Feb 25, 2020 @ 14:08:01.000","Amir Peretz",2873031632760149,post,"1,600",458,"3,406",34
"Feb 25, 2020 @ 13:46:44.000","Ehud Barak",3058790814153174,post,320,"1,900","1,909",13
"Feb 25, 2020 @ 13:39:46.000","Avigdor Liberman",3103642249648702,post,794,512,"1,472",39
"Feb 25, 2020 @ 13:37:44.000","Itamar Ben-Gvir",1194936914041980,post,813,390,"2,281",7
"Feb 25, 2020 @ 13:29:36.000","Rafi Peretz",620723928712398,post,7,1,52,0
"Feb 25, 2020 @ 13:25:13.000","Avigdor Liberman",332084691066503,"live post",667,57,0,0
"Feb 25, 2020 @ 13:12:03.000","Avigdor Liberman",3103590376320556,post,384,154,772,30
"Feb 25, 2020 @ 13:07:17.000","Nitzan Horowitz",10158249149496340,post,35,40,605,1
"Feb 25, 2020 @ 12:33:58.000","Naftali Bennett",2903605699661079,post,202,183,"1,842",1
"Feb 25, 2020 @ 12:15:34.000","Yair Lapid",2944120318979633,post,776,181,"1,607",24
"Feb 25, 2020 @ 12:13:49.000","Benny Gantz",493711917972872,post,"1,200",626,"9,891",5
"Feb 25, 2020 @ 11:35:44.000","Tamar Zandberg",1847313088732183,post,709,29,"6,304",0
"Feb 25, 2020 @ 11:35:31.000","Gabi Ashkenazi",510203993235837,post,190,283,"1,472",1
"Feb 25, 2020 @ 11:02:22.000","Benjamin Netanyahu",10157108493952076,post,"3,100","4,300","24,589",68
"Feb 25, 2020 @ 10:43:10.000","Miri Regev",185524449396267,"live post",230,48,0,0
"Feb 25, 2020 @ 10:36:44.000","Benny Gantz",2510612259205021,"live post","3,700","1,500",0,0
"Feb 25, 2020 @ 10:26:01.000","Naftali Bennett",2903415869680062,post,236,44,839,0
"Feb 25, 2020 @ 10:09:56.000","Benjamin Netanyahu",10157108417427076,post,"2,300","1,600","10,620",37
"Feb 25, 2020 @ 10:01:35.000","Benny Gantz",493633307980733,post,"1,800","2,100","5,503",201
"Feb 25, 2020 @ 09:37:40.000","Ayelet Shaked",2684791994972543,post,"1,800",485,"4,883",26
"Feb 25, 2020 @ 09:35:00.000","Yair Lapid",2943901779001487,post,87,284,"2,252",2
"Feb 25, 2020 @ 09:19:21.000","Itamar Ben-Gvir",1194783850723953,post,176,143,882,0
"Feb 25, 2020 @ 09:16:23.000","Naftali Bennett",2543009125958546,"live post",748,61,0,0
"Feb 25, 2020 @ 09:13:20.000","Rafi Peretz",620557502062374,post,26,8,112,0
"Feb 25, 2020 @ 09:12:28.000","Bezazel Smotrich",1556492357838469,post,47,39,412,0
"Feb 25, 2020 @ 09:11:03.000","Ayelet Shaked",2684757994975943,post,49,65,635,0
"Feb 25, 2020 @ 08:39:08.000","Itzik Shmuli",2695612407159995,post,352,248,679,176
"Feb 25, 2020 @ 08:35:47.000","Benny Gantz",493594117984652,post,"1,200","1,100","6,697",20
"Feb 25, 2020 @ 07:58:24.000","Benjamin Netanyahu",10157108257077076,post,"2,000","4,000","12,563",314
"Feb 25, 2020 @ 07:46:43.000","Naftali Bennett",2903204059701243,post,"1,600",926,"6,525",17
"Feb 25, 2020 @ 07:43:04.000","Yair Lapid",2943762885682043,post,208,192,"1,194",2
"Feb 25, 2020 @ 07:36:23.000","Benny Gantz",493119201404028,"live post",944,286,0,0
"Feb 25, 2020 @ 07:25:15.000","Benjamin Netanyahu",10157108215747076,post,963,"1,900","7,968",15
"Feb 25, 2020 @ 06:25:32.000","Moshe Feiglin",2821478504597913,post,555,125,0,0
"Feb 25, 2020 @ 05:58:56.000","Itamar Ben-Gvir",1194696524066019,post,97,51,400,0
"Feb 24, 2020 @ 21:30:28.000","Itamar Ben-Gvir",1194452817423723,post,113,69,404,0
"Feb 24, 2020 @ 21:01:25.000","Bezazel Smotrich",1556096304544741,post,50,28,344,0
"Feb 24, 2020 @ 20:56:30.000","Yair Lapid",2942905069101158,post,424,574,"2,486",6
"Feb 24, 2020 @ 20:52:31.000","Orly Levy-Abkasis",3388953057786654,post,63,53,0,0
"Feb 24, 2020 @ 20:42:52.000","Benny Gantz",493266481350749,post,"1,400",934,"8,173",9
"Feb 24, 2020 @ 20:11:32.000","Ayelet Shaked",2683739258411150,post,111,44,537,0
"Feb 24, 2020 @ 20:07:28.000","Gabi Ashkenazi",509790669943836,post,152,192,0,0
"Feb 24, 2020 @ 19:47:45.000","Gabi Ashkenazi",509780623278174,post,633,368,0,0
"Feb 24, 2020 @ 19:36:39.000","Aryeh Deri",2668977749822346,post,178,73,0,0
"Feb 24, 2020 @ 19:32:09.000","Benny Gantz",283866292581396,"live post","2,000",508,0,0
"Feb 24, 2020 @ 19:30:16.000","Itzik Shmuli",2694531440601425,post,41,58,0,0
"Feb 24, 2020 @ 18:27:26.000","Ayelet Shaked",2683582501760159,post,212,109,"1,171",1
"Feb 24, 2020 @ 18:19:33.000","Miri Regev",2794909620605835,post,291,110,"1,259",2
"Feb 24, 2020 @ 18:02:38.000","Rafi Peretz",620172375434220,post,106,44,371,1
"Feb 24, 2020 @ 17:48:11.000","Benny Gantz",493135598030504,post,"1,100","1,800","3,670",45
"Feb 24, 2020 @ 17:22:14.000","Bezazel Smotrich",1555960884558283,post,19,77,406,0
"Feb 24, 2020 @ 17:16:45.000","Itamar Ben-Gvir",1194297027439302,post,169,159,767,0
"Feb 24, 2020 @ 16:46:10.000","Benjamin Netanyahu",10157106518077076,post,"1,500","1,000","10,396",16
"Feb 24, 2020 @ 16:15:53.000","Benny Gantz",493003851377012,post,"4,900","2,400","13,704",121
"Feb 24, 2020 @ 16:00:00.000","Nitzan Horowitz",10158246250821340,post,58,67,0,0
"Feb 24, 2020 @ 15:50:46.000","Ayelet Shaked",3053438414674835,"live post",82,37,0,0
"Feb 24, 2020 @ 15:30:12.000","Itamar Ben-Gvir",1194231404112531,post,35,75,241,2
"Feb 24, 2020 @ 15:27:47.000","Moshe Bogie Ya'alon",129127018478936,"live post",41,17,0,0
"Feb 24, 2020 @ 15:20:47.000","Aryeh Deri",2668567313196723,post,78,1,240,0
"Feb 24, 2020 @ 15:09:47.000","Benny Gantz",492957651381632,post,"1,200",565,"4,654",79
"Feb 24, 2020 @ 14:21:54.000","Benny Gantz",492928898051174,post,187,111,"1,083",27
"Feb 24, 2020 @ 14:17:30.000","Benjamin Netanyahu",10157106182242076,post,"2,000","1,300","7,142",771
"Feb 24, 2020 @ 14:12:36.000","Naftali Bennett",2901654036522912,post,"1,100",795,"5,169",15
"Feb 24, 2020 @ 13:55:58.000","Benny Gantz",338427070378223,"live post","1,600",810,0,0
"Feb 24, 2020 @ 13:36:43.000","Benjamin Netanyahu",10157106087062076,post,"3,000","2,500","21,499",117
"Feb 24, 2020 @ 13:12:36.000","Itamar Ben-Gvir",1194134237455581,post,149,329,720,2
"Feb 24, 2020 @ 12:37:22.000","Moshe Bogie Ya'alon",3108822165817607,post,"2,900","1,100","5,961",117
"Feb 24, 2020 @ 12:34:39.000","Benjamin Netanyahu",10157105978227076,post,892,232,"5,039",16
"Feb 24, 2020 @ 12:08:07.000","Benny Gantz",492852758058788,post,657,588,"2,683",14
"Feb 24, 2020 @ 12:02:21.000","Nitzan Horowitz",10158246148636340,post,25,5,0,0
"Feb 24, 2020 @ 12:00:32.000","Rafi Peretz",619933768791414,post,59,2,104,0
"Feb 24, 2020 @ 11:13:36.000","Ayelet Shaked",2682870068498069,post,81,18,418,0
"Feb 24, 2020 @ 11:06:21.000","Itamar Ben-Gvir",1194051984130473,post,94,39,425,4
"Feb 24, 2020 @ 11:05:27.000","Itamar Ben-Gvir",494614528157015,"live post",210,142,0,0
"Feb 24, 2020 @ 10:37:29.000","Avigdor Liberman",587566895307394,"live post",449,69,0,0
"Feb 24, 2020 @ 10:16:47.000","Bezazel Smotrich",1555681547919550,post,64,14,246,0
"Feb 24, 2020 @ 10:15:23.000","Ayelet Shaked",2682787768506299,post,139,46,493,0
"Feb 24, 2020 @ 10:01:39.000","Gabi Ashkenazi",509433313312905,post,200,123,0,0
